game_pk,away_runs_through5,home_runs_through5,home_leading_after5,tied_after5
661767,2,1,0,0
662554,2,6,1,0
663156,3,2,0,0
661125,2,1,0,0
662726,2,2,0,1
663043,1,1,0,1
661347,3,3,0,1
661623,2,0,0,0
662520,3,5,1,0
662715,3,4,1,0
663269,4,4,0,1
663193,3,1,0,0
662778,1,2,1,0
663143,7,3,0,0
662506,1,0,0,0
661339,5,1,0,0
661348,3,0,0,0
661632,3,0,0,0
661766,0,2,1,0
663135,0,0,0,1
663268,2,4,1,0
662764,1,0,0,0
662714,4,1,0,0
661195,0,0,0,1
663449,3,2,0,0
662078,4,4,0,1
661290,0,0,0,1
663002,4,0,0,0
661289,3,6,1,0
663194,0,4,1,0
661793,1,1,0,1
663001,2,4,1,0
662077,1,0,0,0
663234,5,5,0,1
661631,3,4,1,0
661399,1,0,0,0
662478,5,4,0,0
661291,3,0,0,0
662763,0,2,1,0
662713,2,1,0,0
661280,1,5,1,0
663448,0,1,1,0
663123,0,3,1,0
662479,12,0,0,0
663277,0,2,1,0
661279,5,3,0,0
661611,2,0,0,0
661763,2,2,0,1
663120,3,2,0,0
661398,1,1,0,1
662857,1,4,1,0
662712,0,1,1,0
661248,8,2,0,0
663150,0,3,1,0
661288,1,0,0,0
662982,0,0,0,1
662076,8,1,0,0
663447,0,3,1,0
662455,1,1,0,1
663073,4,0,0,0
662524,6,0,0,0
661287,4,4,0,1
661544,7,1,0,0
661730,2,4,1,0
661999,0,1,1,0
662858,4,0,0,0
663340,5,7,1,0
662135,3,7,1,0
662257,2,1,0,0
662075,5,2,0,0
662454,0,1,1,0
663103,10,2,0,0
661978,0,2,1,0
662536,8,3,0,0
661285,1,3,1,0
661543,1,2,1,0
661699,0,2,1,0
661998,4,0,0,0
662846,1,7,1,0
661488,16,3,0,0
663381,0,5,1,0
663339,3,3,0,1
662134,4,5,1,0
662229,1,1,0,1
662074,2,8,1,0
662453,5,2,0,0
661772,0,2,1,0
662093,1,9,1,0
662527,0,0,0,1
662133,1,0,0,0
662228,0,1,1,0
663082,2,4,1,0
662052,3,5,1,0
661286,0,2,1,0
661542,4,6,1,0
662845,0,1,1,0
661487,1,3,1,0
663446,4,1,0,0
663081,5,11,1,0
662051,0,0,0,1
662515,3,5,1,0
662842,3,3,0,1
661574,1,0,0,0
661771,0,2,1,0
661997,4,2,0,0
661486,7,5,0,0
663445,4,2,0,0
663338,6,0,0,0
662376,1,1,0,1
663080,0,3,1,0
663276,2,8,1,0
662543,0,7,1,0
661960,2,0,0,0
661539,0,3,1,0
661777,4,6,1,0
661992,0,2,1,0
663444,2,3,1,0
663347,4,1,0,0
662281,3,0,0,0
662132,1,5,1,0
662369,2,5,1,0
662514,7,11,1,0
662841,3,3,0,1
662513,2,1,0,0
663257,3,3,0,1
663309,4,1,0,0
661774,5,1,0,0
661991,0,8,1,0
662375,10,2,0,0
662852,2,0,0,0
663118,1,3,1,0
661537,1,0,0,0
661933,1,0,0,0
663330,3,2,0,0
662556,2,7,1,0
661518,3,1,0,0
663400,1,2,1,0
662280,1,1,0,1
662131,0,6,1,0
663072,0,1,1,0
663299,1,7,1,0
662512,1,4,1,0
661517,1,6,1,0
662840,0,1,1,0
661910,1,2,1,0
661731,0,5,1,0
661461,0,0,0,1
661990,4,0,0,0
662374,4,3,0,0
663414,6,8,1,0
663328,3,0,0,0
662279,0,2,1,0
662130,1,0,0,0
662555,1,3,1,0
663149,2,4,1,0
662854,3,4,1,0
661989,1,3,1,0
661613,0,2,1,0
662373,4,0,0,0
662992,1,0,0,0
663109,1,3,1,0
663298,6,0,0,0
662545,4,12,1,0
661900,2,5,1,0
663327,2,6,1,0
662743,4,2,0,0
662806,6,1,0,0
662836,0,4,1,0
663034,2,6,1,0
661618,3,1,0,0
661075,8,0,0,0
661331,0,5,1,0
661797,3,6,1,0
663297,0,0,0,1
662544,0,8,1,0
661977,0,2,1,0
661884,0,3,1,0
663154,3,3,0,1
662367,1,1,0,1
663329,5,2,0,0
662735,4,2,0,0
662991,7,10,1,0
663031,0,3,1,0
662457,0,2,1,0
661982,1,1,0,1
662981,5,0,0,0
662366,1,0,0,0
663326,2,0,0,0
661612,0,2,1,0
661343,2,4,1,0
661764,3,5,1,0
663296,0,4,1,0
662833,0,5,1,0
661963,0,2,1,0
663184,3,3,0,1
662721,3,2,0,0
661330,0,6,1,0
661329,0,0,0,1
662832,2,1,0,0
661934,3,0,0,0
661762,0,2,1,0
663091,0,3,1,0
661397,0,1,1,0
661247,2,3,1,0
661340,1,1,0,1
663139,2,5,1,0
663000,9,4,0,0
662693,0,1,1,0
663153,9,4,0,0
663119,6,2,0,0
661396,8,2,0,0
661058,5,0,0,0
662452,6,3,0,0
661642,0,8,1,0
661318,0,12,1,0
661761,4,3,0,0
661897,1,4,1,0
661913,2,0,0,0
662692,7,0,0,0
661334,6,0,0,0
662980,0,0,0,1
662365,2,0,0,0
662720,0,4,1,0
661278,0,1,1,0
663179,0,3,1,0
663152,3,1,0,0
661749,2,8,1,0
661346,4,5,1,0
662451,0,0,0,1
661936,2,3,1,0
662364,4,0,0,0
662689,0,0,0,1
663102,3,7,1,0
661896,0,2,1,0
661395,4,4,0,1
661214,4,0,0,0
661615,2,5,1,0
662987,0,1,1,0
662687,6,4,0,0
661277,2,2,0,1
661151,3,2,0,0
662450,0,1,1,0
661633,5,2,0,0
661747,5,2,0,0
663058,4,3,0,0
661895,6,1,0,0
661394,4,0,0,0
662688,3,0,0,0
661241,3,1,0,0
661962,2,2,0,1
662990,7,4,0,0
662363,1,1,0,1
662612,1,2,1,0
663138,2,2,0,1
663065,0,4,1,0
662762,5,4,0,0
662613,3,0,0,0
663399,1,0,0,0
662278,5,1,0,0
663134,5,0,0,0
663122,1,5,1,0
663064,0,9,1,0
661169,0,12,1,0
661170,2,8,1,0
662449,4,3,0,0
661894,0,0,0,1
661516,2,2,0,1
661693,5,4,0,0
662761,1,2,1,0
662678,2,0,0,0
661460,0,0,0,1
661205,1,2,1,0
663391,3,5,1,0
662277,0,4,1,0
662092,2,3,1,0
662448,1,1,0,1
662679,3,6,1,0
663050,3,0,0,0
662760,5,3,0,0
661150,0,0,0,1
661892,1,5,1,0
663055,0,4,1,0
661515,2,5,1,0
661681,1,4,1,0
661459,3,1,0,0
661188,5,0,0,0
663398,0,0,0,1
662223,0,11,1,0
662094,1,1,0,1
661109,0,0,0,1
663049,1,3,1,0
661891,0,2,1,0
661458,6,5,0,0
661194,3,1,0,0
662091,3,2,0,0
661149,2,7,1,0
663015,2,2,0,1
661514,1,3,1,0
661697,5,7,1,0
662677,4,6,1,0
663413,1,2,1,0
661617,0,6,1,0
661284,1,1,0,1
662511,3,6,1,0
663014,2,0,0,0
662831,8,0,0,0
661513,0,4,1,0
662676,0,7,1,0
661678,1,7,1,0
661485,1,1,0,1
662759,6,3,0,0
661983,0,2,1,0
663390,4,2,0,0
662275,0,5,1,0
662129,2,2,0,1
662090,2,6,1,0
661680,3,5,1,0
661484,4,7,1,0
661976,3,0,0,0
661614,0,3,1,0
662510,1,8,1,0
662674,1,3,1,0
663084,2,4,1,0
662251,0,1,1,0
662222,6,1,0,0
662830,0,2,1,0
661160,4,2,0,0
662756,4,1,0,0
662089,0,2,1,0
661276,0,6,1,0
663412,0,5,1,0
662128,5,4,0,0
663083,1,3,1,0
661622,4,1,0,0
661144,3,4,1,0
661270,3,10,1,0
662542,3,1,0,0
662829,4,0,0,0
662673,6,0,0,0
661679,5,0,0,0
661483,3,1,0,0
662758,0,5,1,0
661975,4,4,0,1
662085,0,2,1,0
662256,2,1,0,0
662127,0,0,0,1
663397,2,1,0,0
662505,6,4,0,0
661629,1,1,0,1
661746,0,9,1,0
662828,4,3,0,0
661974,5,0,0,0
663183,1,1,0,1
661881,3,1,0,0
663345,4,4,0,1
662069,2,2,0,1
662126,2,1,0,0
661973,1,7,1,0
662503,7,3,0,0
661616,4,8,1,0
661328,0,2,1,0
661745,5,3,0,0
663279,0,6,1,0
662884,4,1,0,0
662441,0,4,1,0
663182,0,5,1,0
661880,0,3,1,0
662935,2,1,0,0
663342,0,0,0,1
662068,0,0,0,1
662611,0,1,1,0
662125,0,4,1,0
661583,1,0,0,0
662883,9,0,0,0
661845,7,2,0,0
663336,2,3,1,0
662082,2,2,0,1
662173,0,0,0,1
662504,3,1,0,0
661327,0,4,1,0
661744,2,6,1,0
663235,0,6,1,0
662480,10,1,0,0
661972,4,4,0,1
663155,11,4,0,0
662893,5,4,0,0
662694,0,4,1,0
663267,3,1,0,0
663125,5,2,0,0
661743,7,1,0,0
662986,3,1,0,0
662501,9,1,0,0
661326,1,0,0,0
662827,0,0,0,1
662535,4,4,0,1
662172,2,0,0,0
662580,4,1,0,0
662502,3,3,0,1
663124,0,0,0,1
661093,0,0,0,1
663063,4,2,0,0
662437,2,0,0,0
661742,10,1,0,0
663256,1,3,1,0
662826,5,0,0,0
662534,1,3,1,0
662757,3,3,0,1
662985,4,8,1,0
662362,5,1,0,0
663335,2,7,1,0
662719,1,1,0,1
662171,0,7,1,0
663239,2,4,1,0
661748,3,0,0,0
661123,3,4,1,0
661127,6,5,0,0
662368,0,0,0,1
662194,2,1,0,0
662170,1,0,0,0
662802,1,11,1,0
662752,7,0,0,0
662533,0,3,1,0
663062,4,1,0,0
662500,0,0,0,1
662686,1,5,1,0
663255,4,2,0,0
662999,4,4,0,1
663351,9,1,0,0
662553,3,8,1,0
661122,2,2,0,1
663254,1,2,1,0
661074,1,2,1,0
661741,6,3,0,0
662807,3,5,1,0
662532,0,0,0,1
663061,3,3,0,1
663218,6,0,0,0
662998,1,6,1,0
662361,0,1,1,0
662590,1,2,1,0
662169,2,0,0,0
663334,1,3,1,0
662751,1,4,1,0
662522,0,4,1,0
661121,0,7,1,0
663253,1,5,1,0
661893,1,0,0,0
661143,0,1,1,0
661482,2,8,1,0
661186,0,2,1,0
663443,2,2,0,1
662221,1,4,1,0
663041,4,2,0,0
661148,5,8,1,0
661198,2,0,0,0
661124,1,6,1,0
663246,3,4,1,0
661890,2,5,1,0
661142,6,7,1,0
661677,3,2,0,0
661846,0,2,1,0
662750,0,7,1,0
661481,0,2,1,0
661192,3,2,0,0
663442,5,1,0,0
662248,2,1,0,0
662360,1,0,0,0
662749,1,5,1,0
661457,7,0,0,0
661851,2,4,1,0
662245,1,8,1,0
663040,4,4,0,1
661393,1,4,1,0
661246,0,3,1,0
661107,10,1,0,0
663252,2,6,1,0
661889,1,4,1,0
661141,2,0,0,0
661690,4,6,1,0
661230,3,4,1,0
662359,8,0,0,0
663389,0,1,1,0
661392,2,2,0,1
661140,2,7,1,0
663039,6,1,0,0
661106,2,4,1,0
661685,0,1,1,0
661183,3,5,1,0
662358,0,1,1,0
661325,6,3,0,0
661456,2,0,0,0
662227,1,1,0,1
661382,2,2,0,1
661274,0,0,0,1
663054,2,2,0,1
661888,3,3,0,1
661139,4,0,0,0
661844,0,0,0,1
662664,1,2,1,0
661684,0,0,0,1
661455,3,1,0,0
661190,5,1,0,0
661971,3,0,0,0
663388,3,1,0,0
663333,4,1,0,0
662255,0,0,0,1
662067,3,1,0,0
661271,0,0,0,1
661887,2,3,1,0
661454,2,1,0,0
661970,1,2,1,0
661898,0,2,1,0
662672,5,3,0,0
661381,3,3,0,1
661264,2,5,1,0
663042,0,2,1,0
662083,1,6,1,0
661686,0,4,1,0
661138,0,3,1,0
663441,1,2,1,0
663346,3,3,0,1
662247,3,2,0,0
661380,2,2,0,1
661273,3,0,0,0
663121,3,0,0,0
661886,1,1,0,1
662665,1,0,0,0
661692,3,5,1,0
661453,1,4,1,0
661206,3,8,1,0
661969,5,5,0,1
661847,6,0,0,0
662061,10,1,0,0
663387,0,0,0,1
663331,6,6,0,1
662254,3,5,1,0
661512,0,0,0,1
662487,2,0,0,0
661275,5,3,0,0
661740,0,7,1,0
663016,5,0,0,0
661968,0,5,1,0
662681,7,4,0,0
662912,0,2,1,0
663440,0,2,1,0
662168,7,1,0,0
663045,0,1,1,0
663033,4,0,0,0
662484,0,1,1,0
661580,3,1,0,0
661272,0,2,1,0
661728,2,4,1,0
662521,9,0,0,0
661885,0,1,1,0
661967,3,5,1,0
663231,0,0,0,1
662615,7,1,0,0
662911,2,6,1,0
663392,5,3,0,0
663344,6,0,0,0
662060,0,4,1,0
662186,0,0,0,1
661879,3,3,0,1
662493,4,6,1,0
661263,3,5,1,0
662440,0,0,0,1
662675,1,2,1,0
663325,1,0,0,0
662080,1,1,0,1
662151,3,9,1,0
661584,2,1,0,0
661727,1,2,1,0
663030,0,3,1,0
661134,2,3,1,0
663215,0,5,1,0
662894,7,1,0,0
663396,0,2,1,0
662983,3,1,0,0
661579,3,12,1,0
662788,0,2,1,0
661105,3,5,1,0
661726,1,2,1,0
663199,1,7,1,0
662733,1,1,0,1
662150,4,8,1,0
663185,4,3,0,0
661725,2,5,1,0
661582,3,3,0,1
662492,4,1,0,0
663038,2,1,0,0
661104,9,0,0,0
662834,3,0,0,0
662439,2,4,1,0
662997,3,1,0,0
662748,1,8,1,0
661691,1,1,0,1
662609,1,1,0,1
662149,1,0,0,0
662079,0,0,0,1
662964,4,2,0,0
661724,4,1,0,0
661836,10,2,0,0
662954,2,1,0,0
661683,3,0,0,0
661581,6,5,0,0
662101,3,1,0,0
662482,4,2,0,0
661103,2,7,1,0
662890,1,5,1,0
662904,3,2,0,0
662163,1,0,0,0
662456,5,3,0,0
663037,2,1,0,0
663198,0,2,1,0
662718,0,5,1,0
662910,2,7,1,0
662794,5,2,0,0
662486,2,0,0,0
661102,2,0,0,0
661723,7,1,0,0
662509,1,4,1,0
663052,1,0,0,0
662957,0,1,1,0
662889,2,2,0,1
661689,1,0,0,0
663186,2,1,0,0
662913,5,0,0,0
662099,6,0,0,0
662684,0,1,1,0
662162,0,1,1,0
661630,0,1,1,0
662541,1,0,0,0
661073,5,3,0,0
662906,1,2,1,0
663251,0,2,1,0
662874,5,2,0,0
661181,1,0,0,0
663343,3,4,1,0
663036,4,3,0,0
662270,4,0,0,0
661511,1,6,1,0
661452,2,1,0,0
662355,1,4,1,0
662732,1,4,1,0
662226,4,1,0,0
663035,0,0,0,1
661379,0,2,1,0
661244,3,4,1,0
661578,0,6,1,0
662329,1,4,1,0
662905,2,8,1,0
663245,3,3,0,1
661510,1,7,1,0
662847,4,6,1,0
661426,6,2,0,0
661187,4,2,0,0
663320,1,1,0,1
662354,3,5,1,0
662731,1,4,1,0
662814,2,5,1,0
661413,5,5,0,1
661225,0,1,1,0
662353,0,0,0,1
663051,2,3,1,0
661378,3,1,0,0
661245,1,2,1,0
661564,1,1,0,1
662328,2,0,0,0
663244,4,0,0,0
661509,0,2,1,0
662747,5,3,0,0
663318,2,4,1,0
662630,0,0,0,1
662746,2,3,1,0
663140,1,0,0,0
661566,2,4,1,0
661091,0,4,1,0
662508,0,10,1,0
663233,6,5,0,0
661521,0,0,0,1
661425,1,0,0,0
663317,3,3,0,1
662253,0,1,1,0
662730,2,4,1,0
662156,3,8,1,0
663053,1,1,0,1
661108,3,0,0,0
662498,2,1,0,0
663202,9,4,0,0
661522,2,8,1,0
661843,3,6,1,0
662614,1,1,0,1
661412,0,2,1,0
661177,2,3,1,0
661136,0,0,0,1
663319,4,4,0,1
662352,6,2,0,0
662225,1,3,1,0
662610,1,0,0,0
662155,2,2,0,1
661411,0,6,1,0
661137,0,0,0,1
661071,0,1,1,0
661842,6,7,1,0
662351,2,3,1,0
663310,2,3,1,0
662663,11,0,0,0
663092,1,0,0,0
661508,1,4,1,0
662497,0,1,1,0
661224,0,2,1,0
662266,1,1,0,1
663223,1,1,0,1
662683,1,0,0,0
662147,0,0,0,1
661092,2,8,1,0
661520,0,2,1,0
663048,3,10,1,0
662496,0,0,0,1
662662,0,4,1,0
661410,2,1,0,0
661178,3,4,1,0
661135,3,1,0,0
661808,4,4,0,1
662215,2,0,0,0
663307,0,1,1,0
662729,8,9,1,0
662198,8,0,0,0
662183,4,3,0,0
663232,6,6,0,1
662661,3,5,1,0
661324,3,0,0,0
661878,5,5,0,1
662956,4,8,1,0
661120,1,3,1,0
661507,2,0,0,0
661814,2,6,1,0
662996,2,1,0,0
662100,3,1,0,0
662976,4,0,0,0
661377,3,2,0,0
661262,0,3,1,0
661722,3,3,0,1
661877,2,0,0,0
661506,1,0,0,0
661688,5,2,0,0
661119,3,6,1,0
663187,3,2,0,0
661813,4,3,0,0
662660,3,3,0,1
662984,1,1,0,1
663402,3,1,0,0
662108,0,8,1,0
662531,0,0,0,1
662517,5,1,0,0
661505,4,0,0,0
661687,1,1,0,1
662659,1,5,1,0
662107,3,0,0,0
661376,1,0,0,0
661269,6,5,0,0
661721,0,6,1,0
661876,1,3,1,0
662949,0,0,0,1
661118,0,5,1,0
663230,4,1,0,0
661812,0,5,1,0
662895,3,3,0,1
663401,1,3,1,0
661375,0,1,1,0
661100,5,5,0,1
662518,4,2,0,0
661261,1,0,0,0
661720,2,1,0,0
661875,1,0,0,0
661117,1,0,0,0
661675,6,1,0,0
661101,5,0,0,0
661811,1,5,1,0
663386,2,2,0,1
662109,1,2,1,0
661374,0,1,1,0
662516,6,0,0,0
661260,3,3,0,1
661719,1,7,1,0
662942,5,4,0,0
661874,2,1,0,0
661810,4,0,0,0
662923,0,1,1,0
661674,3,2,0,0
661116,3,4,1,0
661113,2,6,1,0
663385,4,0,0,0
662197,3,5,1,0
662072,5,2,0,0
661115,2,2,0,1
661673,1,6,1,0
661966,1,7,1,0
661114,1,1,0,1
661718,3,3,0,1
661081,0,1,1,0
661809,2,1,0,0
662483,4,2,0,0
662952,0,10,1,0
662909,0,5,1,0
661873,2,3,1,0
661359,2,0,0,0
661259,1,8,1,0
662113,0,0,0,1
662271,3,1,0,0
663415,7,0,0,0
661717,2,2,0,1
662530,3,5,1,0
661258,2,11,1,0
661872,2,6,1,0
661373,4,0,0,0
662908,0,3,1,0
661672,4,0,0,0
661082,2,1,0,0
661821,3,1,0,0
661080,3,3,0,1
662059,1,7,1,0
662269,0,0,0,1
662948,3,3,0,1
661965,0,5,1,0
661421,5,0,0,0
662776,1,2,1,0
662775,2,5,1,0
662411,3,1,0,0
662408,0,0,0,1
662685,0,5,1,0
663060,4,5,1,0
661560,7,1,0,0
662327,4,1,0,0
661072,5,2,0,0
662481,2,0,0,0
663222,25,3,0,0
661504,0,0,0,1
662658,5,1,0,0
661409,6,2,0,0
661193,2,3,1,0
663306,0,5,1,0
662344,1,4,1,0
662167,4,0,0,0
662589,1,1,0,1
661408,0,2,1,0
662146,2,0,0,0
663221,3,1,0,0
661559,1,0,0,0
662902,2,0,0,0
663047,5,2,0,0
662436,0,0,0,1
661057,3,2,0,0
662495,0,0,0,1
662657,0,3,1,0
661201,1,3,1,0
662608,0,2,1,0
661503,2,7,1,0
663305,1,3,1,0
662348,0,0,0,1
661556,4,1,0,0
663220,8,3,0,0
661502,8,0,0,0
662357,1,1,0,1
661056,3,0,0,0
663059,2,6,1,0
662901,3,1,0,0
662656,1,2,1,0
661407,0,5,1,0
661184,4,5,1,0
662343,10,1,0,0
663316,1,3,1,0
662145,6,0,0,0
662682,4,4,0,1
662458,0,0,0,1
663046,2,10,1,0
661055,1,5,1,0
661555,3,3,0,1
663219,1,1,0,1
662809,4,11,1,0
661065,2,2,0,1
662655,0,0,0,1
661231,2,0,0,0
662347,2,6,1,0
663315,0,2,1,0
662576,4,1,0,0
662166,1,3,1,0
661064,0,3,1,0
663029,2,1,0,0
661054,3,2,0,0
661563,5,0,0,0
661716,3,3,0,1
663203,7,2,0,0
662813,3,0,0,0
662438,3,5,1,0
662653,2,0,0,0
661281,6,6,0,1
661079,1,0,0,0
662346,3,4,1,0
663314,2,5,1,0
662573,2,3,1,0
662184,0,2,1,0
661554,0,5,1,0
662900,2,1,0,0
662652,2,0,0,0
661249,3,10,1,0
662565,0,6,1,0
661078,2,3,1,0
662345,1,3,1,0
663294,2,2,0,1
662165,1,1,0,1
663028,2,5,1,0
661053,4,3,0,0
661715,6,1,0,0
663191,5,4,0,0
662420,0,2,1,0
661052,0,1,1,0
663027,3,4,1,0
662326,4,0,0,0
661257,0,0,0,1
661714,1,3,1,0
663200,1,0,0,0
662907,2,2,0,1
661077,11,0,0,0
663380,2,0,0,0
662058,0,4,1,0
663026,0,2,1,0
661372,4,4,0,1
662477,3,1,0,0
662435,0,1,1,0
661256,5,3,0,0
661713,3,2,0,0
661871,3,1,0,0
663190,0,0,0,1
661501,2,5,1,0
662745,0,5,1,0
661406,3,1,0,0
661076,5,2,0,0
663379,0,0,0,1
662268,1,10,1,0
662057,1,0,0,0
661870,1,5,1,0
661255,2,6,1,0
661712,2,1,0,0
663192,4,1,0,0
661371,2,0,0,0
663025,2,7,1,0
662738,3,1,0,0
662476,4,4,0,1
662196,2,1,0,0
662415,0,0,0,1
661451,2,0,0,0
661499,0,4,1,0
662989,3,2,0,0
662112,0,5,1,0
663378,5,4,0,0
661711,1,4,1,0
662475,4,0,0,0
662414,7,1,0,0
661498,0,0,0,1
661254,4,3,0,0
663189,2,5,1,0
663024,0,0,0,1
661869,5,3,0,0
661370,7,1,0,0
662918,0,2,1,0
661388,1,3,1,0
662988,4,3,0,0
663377,2,2,0,1
662267,1,1,0,1
662071,0,4,1,0
661369,2,0,0,0
662474,4,3,0,0
661268,2,6,1,0
662947,4,4,0,1
661671,2,0,0,0
661820,6,0,0,0
662737,3,2,0,0
661387,1,0,0,0
662224,0,3,1,0
662070,6,2,0,0
662250,3,4,1,0
662220,2,2,0,1
661368,2,0,0,0
662529,0,1,1,0
661253,6,3,0,0
662298,0,0,0,1
662941,5,2,0,0
661868,1,0,0,0
661496,1,9,1,0
661661,2,3,1,0
661959,0,5,1,0
661819,6,1,0,0
662736,1,1,0,1
661386,2,5,1,0
663376,1,3,1,0
662056,6,5,0,0
661867,2,2,0,1
661500,0,1,1,0
661293,6,1,0,0
662946,0,4,1,0
661664,1,2,1,0
661818,1,1,0,1
662725,0,6,1,0
661385,0,4,1,0
662552,6,0,0,0
661367,0,3,1,0
662324,4,2,0,0
663375,1,1,0,1
662244,1,9,1,0
662055,2,0,0,0
661945,1,0,0,0
662303,3,1,0,0
661932,1,2,1,0
662114,4,2,0,0
663374,8,4,0,0
662219,6,0,0,0
661565,4,5,1,0
662975,4,0,0,0
662812,4,2,0,0
662419,3,5,1,0
661660,0,1,1,0
661817,1,1,0,1
662651,2,3,1,0
661063,0,0,0,1
661048,0,0,0,1
661562,0,6,1,0
662945,8,1,0,0
662811,1,3,1,0
662418,8,5,0,0
661816,2,1,0,0
662650,4,1,0,0
661659,1,5,1,0
661174,1,5,1,0
661946,3,1,0,0
663313,2,2,0,1
662564,0,8,1,0
662164,1,0,0,0
662499,0,3,1,0
662417,0,3,1,0
661062,0,3,1,0
662154,1,2,1,0
662193,3,1,0,0
661050,2,5,1,0
661561,0,9,1,0
662937,0,4,1,0
662856,1,2,1,0
661815,0,4,1,0
662308,2,1,0,0
662649,3,4,1,0
661662,2,3,1,0
661949,0,1,1,0
661173,4,3,0,0
663288,0,1,1,0
662654,3,5,1,0
662944,0,1,1,0
661049,3,1,0,0
661558,1,7,1,0
662810,0,0,0,1
662648,0,5,1,0
661653,2,0,0,0
661172,1,1,0,1
661948,6,9,1,0
661061,3,0,0,0
661835,6,1,0,0
662332,2,1,0,0
663300,0,2,1,0
662153,2,6,1,0
662416,0,5,1,0
662563,0,2,1,0
661047,1,5,1,0
662445,1,3,1,0
661060,0,3,1,0
662331,1,0,0,0
663304,0,0,0,1
662218,1,0,0,0
662152,7,2,0,0
662647,1,2,1,0
662779,1,1,0,1
661046,1,3,1,0
661553,1,4,1,0
662793,1,0,0,0
662444,0,3,1,0
663201,4,5,1,0
661059,4,1,0,0
662724,5,6,1,0
661182,2,5,1,0
662979,2,12,1,0
662330,4,0,0,0
663303,0,2,1,0
662246,1,1,0,1
662562,1,6,1,0
662148,0,0,0,1
662443,2,7,1,0
661207,2,2,0,1
663229,1,0,0,0
662316,0,0,0,1
662217,4,6,1,0
662185,0,0,0,1
661557,2,0,0,0
662791,3,2,0,0
663188,3,1,0,0
662723,2,2,0,1
662639,0,1,1,0
662892,6,2,0,0
663302,3,2,0,0
662575,4,4,0,1
661045,3,1,0,0
661608,1,0,0,0
662790,3,0,0,0
662722,0,5,1,0
662645,0,1,1,0
662891,2,2,0,1
663293,3,2,0,0
663274,0,3,1,0
663023,4,0,0,0
661366,1,2,1,0
662551,8,1,0,0
661710,8,0,0,0
661866,3,0,0,0
662434,1,1,0,1
661384,0,0,0,1
663177,2,1,0,0
661791,3,1,0,0
662671,0,0,0,1
662817,2,6,1,0
661947,0,2,1,0
662978,3,3,0,1
663373,2,0,0,0
662111,1,4,1,0
661428,4,2,0,0
661360,3,1,0,0
661709,1,1,0,1
661865,2,5,1,0
663022,3,2,0,0
662473,3,0,0,0
662670,10,2,0,0
662824,0,4,1,0
662428,0,1,1,0
661383,4,4,0,1
661790,3,5,1,0
663176,2,2,0,1
661951,0,0,0,1
662882,4,0,0,0
662110,0,2,1,0
663372,2,0,0,0
662472,3,0,0,0
661708,5,2,0,0
663021,5,8,1,0
661864,0,4,1,0
662427,0,5,1,0
661338,0,1,1,0
662669,0,2,1,0
662801,0,4,1,0
661450,2,3,1,0
661957,2,1,0,0
661789,2,3,1,0
662881,6,0,0,0
662035,3,5,1,0
663371,2,3,1,0
663175,0,1,1,0
662977,1,1,0,1
663020,4,2,0,0
661358,0,2,1,0
662471,3,4,1,0
661283,1,0,0,0
661707,7,3,0,0
661497,1,5,1,0
661676,2,3,1,0
661834,1,1,0,1
661449,2,0,0,0
661199,2,0,0,0
663370,2,2,0,1
662034,0,3,1,0
663019,6,3,0,0
661357,0,3,1,0
662550,3,0,0,0
662302,5,0,0,0
661250,3,1,0,0
661706,2,2,0,1
662943,4,1,0,0
661495,0,3,1,0
661682,0,3,1,0
661955,0,3,1,0
661833,3,0,0,0
661448,3,1,0,0
661191,2,3,1,0
663369,0,2,1,0
662004,1,0,0,0
663017,0,0,0,1
662470,2,1,0,0
661654,0,4,1,0
661705,0,0,0,1
663408,7,3,0,0
661356,6,3,0,0
662301,4,2,0,0
661266,3,0,0,0
662951,3,1,0,0
661494,4,1,0,0
661938,1,3,1,0
661788,3,1,0,0
661447,3,2,0,0
661171,0,0,0,1
662003,1,1,0,1
661937,0,12,1,0
661787,2,7,1,0
661446,10,3,0,0
661179,0,5,1,0
662002,5,0,0,0
662413,0,6,1,0
661265,6,2,0,0
661863,0,1,1,0
661493,2,2,0,1
662182,1,1,0,1
663228,5,6,1,0
661044,9,15,1,0
662396,3,0,0,0
661607,5,2,0,0
661319,3,0,0,0
662808,1,0,0,0
661862,2,0,0,0
662936,2,0,0,0
661492,2,3,1,0
661655,0,2,1,0
662880,0,7,1,0
662181,3,3,0,1
662341,3,2,0,0
663292,1,0,0,0
662574,0,0,0,1
661606,1,3,1,0
661240,4,1,0,0
662917,3,4,1,0
663116,1,2,1,0
661043,1,0,0,0
661861,0,4,1,0
662953,0,0,0,1
662395,5,1,0,0
661670,1,1,0,1
662340,2,3,1,0
661610,1,1,0,1
662879,0,2,1,0
663291,4,4,0,1
662180,1,1,0,1
662561,0,7,1,0
662300,3,2,0,0
661602,4,7,1,0
661480,2,2,0,1
661239,1,2,1,0
662805,0,4,1,0
661860,2,3,1,0
661652,1,0,0,0
663115,0,2,1,0
662878,2,2,0,1
662315,1,4,1,0
662179,1,0,0,0
663301,3,4,1,0
662600,2,6,1,0
661051,1,2,1,0
662974,7,1,0,0
662767,3,4,1,0
661601,1,4,1,0
662394,2,1,0,0
661238,0,3,1,0
661859,1,2,1,0
661658,1,1,0,1
663114,0,0,0,1
662314,3,0,0,0
662594,1,0,0,0
663163,0,2,1,0
